           3   1.92671418E-02   1.43080950E-03   8.22544098E-06
           5   4.75585461E-03   8.12411308E-05   3.57627869E-07
           7   2.10881233E-03   1.57952309E-05   1.78813934E-07
           9   1.18523836E-03   4.94718552E-06   2.38418579E-07
          11   7.58230686E-04   2.02655792E-06   1.19209290E-07
          13   5.26428223E-04   1.01327896E-06   2.38418579E-07
          15   3.86834145E-04   5.96046448E-07   1.78813934E-07
          17   2.95996666E-04   2.98023224E-07   2.38418579E-07
          19   2.34067440E-04   1.78813934E-07   1.78813934E-07
          21   1.89483166E-04   1.19209290E-07   2.98023224E-07
          23   1.56581402E-04   5.96046448E-08   2.98023224E-07
          25   1.31607056E-04   5.96046448E-08   5.96046448E-08
          27   1.12116337E-04   5.96046448E-08   1.78813934E-07
          29   9.66787338E-05   5.96046448E-08   2.98023224E-07
          31   8.42809677E-05   5.96046448E-08   2.38418579E-07
          33   7.40289688E-05   5.96046448E-08   2.38418579E-07
          35   6.56843185E-05   5.96046448E-08   2.38418579E-07
          37   5.84125519E-05   5.96046448E-08   1.78813934E-07
          39   5.25712967E-05   5.96046448E-08   6.55651093E-07
          41   4.74452972E-05   5.96046448E-08   5.96046448E-07
          43   4.30345535E-05   5.96046448E-08   5.96046448E-07
          45   3.91006470E-05   5.96046448E-08   4.17232513E-07
          47   3.59416008E-05   1.19209290E-07   6.55651093E-07
          49   3.29017639E-05   5.96046448E-08   4.17232513E-07
          51   3.02791595E-05   5.96046448E-08   4.17232513E-07
          53   2.78949738E-05   1.78813934E-07   5.36441803E-07
          55   2.61068344E-05   5.96046448E-08   2.38418579E-07
          57   2.40802765E-05   5.96046448E-08   1.78813934E-07
          59   2.25901604E-05   1.19209290E-07   1.78813934E-07
          61   2.11000443E-05   1.19209290E-07   1.19209290E-07
          63   1.96099281E-05   5.96046448E-08   0.00000000    
          65   1.86562538E-05   5.96046448E-08   1.78813934E-07
          67   1.73449516E-05   1.19209290E-07   1.78813934E-07
          69   1.63316727E-05   5.96046448E-08   1.19209290E-07
          71   1.53779984E-05   2.98023224E-07   1.19209290E-07
          73   1.46031380E-05   1.78813934E-07   1.78813934E-07
          75   1.38282776E-05   5.96046448E-08   5.96046448E-08
          77   1.32322311E-05   1.19209290E-07   2.98023224E-07
          79   1.23977661E-05   5.96046448E-08   3.57627869E-07
          81   1.18017197E-05   5.96046448E-08   2.98023224E-07
          83   1.11460686E-05   1.19209290E-07   1.78813934E-07
          85   1.07884407E-05   5.96046448E-08   1.31130219E-06
          87   1.01327896E-05   5.96046448E-08   1.07288361E-06
          89   9.65595245E-06   1.19209290E-07   1.13248825E-06
          91   9.41753387E-06   5.96046448E-08   1.13248825E-06
          93   8.88109207E-06   1.19209290E-07   1.07288361E-06
          95   8.76188278E-06   5.96046448E-08   1.01327896E-06
          97   8.28504562E-06   5.96046448E-08   7.74860382E-07
          99   7.98702240E-06   1.78813934E-07   6.55651093E-07
         101   7.62939453E-06   1.19209290E-07   1.01327896E-06
         103   7.27176666E-06   2.98023224E-07   1.07288361E-06
         105   7.15255737E-06   1.78813934E-07   6.55651093E-07
         107   6.85453415E-06   5.96046448E-08   5.36441803E-07
         109   6.31809235E-06   5.96046448E-08   5.96046448E-07
         111   6.37769699E-06   1.78813934E-07   4.17232513E-07
         113   6.07967377E-06   1.78813934E-07   7.74860382E-07
         115   5.96046448E-06   1.19209290E-07   5.36441803E-07
         117   5.48362732E-06   5.96046448E-08   6.55651093E-07
         119   5.36441803E-06   1.19209290E-07   7.74860382E-07
         121   5.12599945E-06   2.98023224E-07   5.36441803E-07
         123   4.94718552E-06   1.19209290E-07   3.57627869E-07
         125   5.12599945E-06   1.78813934E-07   5.96046448E-07
         127   5.18560410E-06   1.19209290E-07   2.98023224E-07
         129   4.52995300E-06   1.19209290E-07   9.53674316E-07
         131   4.41074371E-06   1.19209290E-07   6.55651093E-07
         133   4.41074371E-06   1.78813934E-07   4.76837158E-07
         135   4.11272049E-06   1.19209290E-07   6.55651093E-07
         137   4.29153442E-06   5.96046448E-08   4.76837158E-07
         139   3.93390656E-06   1.19209290E-07   1.78813934E-07
         141   3.69548798E-06   1.19209290E-07   4.76837158E-07
         143   3.87430191E-06   1.19209290E-07   5.36441803E-07
         145   3.57627869E-06   1.19209290E-07   4.76837158E-07
         147   3.57627869E-06   1.78813934E-07   5.96046448E-07
         149   3.63588333E-06   2.98023224E-07   5.96046448E-08
         151   3.33786011E-06   5.96046448E-08   1.78813934E-07
         153   3.21865082E-06   5.96046448E-08   5.36441803E-07
         155   3.45706940E-06   5.96046448E-08   2.98023224E-07
         157   3.03983688E-06   1.78813934E-07   7.15255737E-07
         159   3.03983688E-06   2.98023224E-07   2.98023224E-07
         161   3.09944153E-06   5.96046448E-08   0.00000000    
         163   2.74181366E-06   1.78813934E-07   1.19209290E-07
